,ChampionName,ChampionLevel,Lane,Kills,Deaths,Assists,Gold_Earned,Total_Minions_Killed,Total_damages_to_champs,Win/Lose,TeamBaronKills,FirstBloodAssist,FirstBloodKill,FirstTowerAssist,FirstTowerKill,InhibitorKills,InhibitorTakedowns,InhibitorsLost,TurretPlatesTaken,TotalDamageDealtToChampions_Percentage,rank
79,Graves,3,NONE,0,0,0,1067,0,0,True,0,False,False,False,False,0,0,0,0,0.0,Bronze
80,Graves,12,JUNGLE,2,9,8,7530,14,9560,False,0,False,False,False,False,0,0,1,0,12.1,Bronze
81,Karthus,13,JUNGLE,9,6,11,11152,29,18818,True,0,False,False,False,False,0,2,0,0,21.63,Bronze
82,Amumu,12,JUNGLE,5,8,8,8366,24,9400,False,0,False,False,False,False,0,0,1,0,18.02,Bronze
83,Ivern,11,JUNGLE,4,4,7,6984,2,8467,True,0,False,False,False,False,0,0,0,0,17.92,Bronze
84,Karthus,16,JUNGLE,15,7,19,15880,34,40542,True,0,True,False,False,False,0,1,0,0,37.21,Bronze
85,Karthus,14,JUNGLE,6,10,9,10660,20,24082,False,0,False,False,False,False,0,0,1,0,28.07,Bronze
86,Hecarim,11,JUNGLE,2,11,5,6742,15,5579,False,0,False,False,False,False,0,0,1,0,11.88,Bronze
87,Rammus,14,JUNGLE,5,5,12,9846,9,15189,True,1,False,False,False,False,0,0,0,0,18.91,Bronze
88,Karthus,18,JUNGLE,16,14,22,18421,38,58043,True,1,True,False,False,False,0,0,0,0,37.77,Bronze
89,Amumu,16,JUNGLE,6,7,13,12420,18,16574,True,2,False,False,False,False,0,1,0,0,16.9,Bronze
90,Karthus,15,JUNGLE,4,5,11,10572,18,16950,True,0,False,False,False,False,0,0,0,0,15.28,Bronze
91,Hecarim,17,JUNGLE,13,10,6,15092,25,24719,False,0,False,False,False,False,0,0,2,0,18.08,Bronze
92,Hecarim,11,JUNGLE,3,9,5,6971,20,10757,False,0,False,False,False,False,0,0,3,0,19.88,Bronze
93,Hecarim,15,JUNGLE,4,6,17,11487,35,21040,True,1,True,False,False,False,0,0,1,1,17.54,Bronze
94,Hecarim,16,JUNGLE,5,12,9,11871,46,9512,True,0,False,False,False,True,0,1,1,1,10.34,Bronze
95,Amumu,18,JUNGLE,12,15,28,17358,53,24633,False,1,False,False,False,False,0,0,2,0,14.7,Bronze
96,Morgana,14,BOTTOM,2,10,18,9032,25,12239,True,1,False,False,False,False,0,1,0,0,9.95,Bronze
97,Hecarim,18,JUNGLE,9,13,22,14328,26,30051,True,1,False,False,False,False,0,0,2,0,17.08,Bronze
98,Amumu,13,JUNGLE,9,5,14,10213,19,19532,True,1,False,False,False,False,0,0,0,0,25.92,Bronze
99,Hecarim,3,NONE,0,0,0,1120,0,0,True,0,False,False,False,False,0,0,0,0,0.0,Bronze
0,Kayle,17,TOP,3,6,9,14337,225,19016,True,0,False,False,False,True,0,1,0,2,25.52,Master
1,Graves,16,TOP,8,7,9,14699,198,23553,False,0,False,False,False,True,0,0,2,5,21.2,Master
2,Jayce,11,NONE,3,2,1,5912,97,6350,True,0,False,False,False,False,0,0,0,1,21.45,Master
3,Kayle,14,TOP,5,4,5,10086,153,9010,True,0,False,False,False,False,0,0,0,3,14.55,Master
4,Qiyana,18,MIDDLE,16,13,8,17665,184,42708,False,0,False,False,False,False,0,0,2,0,35.17,Master
5,Kennen,17,TOP,6,8,14,13721,190,30589,False,1,False,False,False,False,0,0,1,3,25.31,Master
6,Akali,17,TOP,6,8,4,12097,191,25569,True,1,False,False,False,False,0,0,0,0,21.32,Master
7,Jayce,16,TOP,9,7,9,15132,211,25335,True,0,True,False,False,False,0,2,0,1,24.88,Master
8,Jayce,18,TOP,9,6,8,20631,283,36038,False,1,False,False,False,True,0,0,3,4,32.42,Master
9,Graves,16,MIDDLE,5,8,12,13124,178,22475,True,0,False,False,False,False,0,0,0,3,22.41,Master
10,Graves,16,MIDDLE,12,3,4,15290,205,26048,True,1,False,True,False,True,0,1,0,5,30.93,Master
11,Jayce,14,MIDDLE,2,5,6,10262,169,7800,True,1,False,False,False,False,0,1,0,3,12.52,Master
12,Graves,13,MIDDLE,3,11,2,8987,141,13262,False,0,False,False,False,False,0,0,3,2,24.55,Master
13,Graves,16,TOP,8,10,10,12411,155,28773,True,1,False,False,False,False,0,1,0,3,26.35,Master
14,Kennen,15,TOP,4,5,10,10618,161,15153,True,1,False,False,False,False,0,0,0,1,14.69,Master
15,Graves,12,TOP,3,3,0,9067,152,8714,False,0,False,True,False,False,0,0,1,0,19.63,Master
16,Akali,16,TOP,5,10,6,12738,203,18731,False,0,False,False,False,False,0,0,1,1,22.47,Master
17,Graves,18,JUNGLE,12,3,6,17498,236,26539,True,1,False,False,True,False,1,1,1,5,31.25,Master
18,Irelia,13,TOP,0,9,1,8188,175,10166,False,0,False,False,False,False,0,0,1,0,19.92,Master
19,Kennen,15,TOP,1,4,1,12001,230,13875,False,0,False,False,True,False,0,0,1,5,26.2,Master
20,Kennen,16,TOP,10,3,4,12293,167,19041,True,1,False,False,False,False,0,0,0,0,20.2,Master
21,Jayce,15,TOP,1,7,2,11307,182,13545,False,0,False,False,True,False,0,0,2,2,15.18,Master
22,Jayce,3,NONE,0,0,0,981,15,926,True,0,False,False,False,False,0,0,0,0,59.7,Master
23,Xayah,10,NONE,0,5,4,5977,116,8283,False,0,False,False,False,False,0,0,2,3,24.4,Master
24,Jayce,16,TOP,4,5,1,14137,246,14680,False,0,False,False,False,False,0,0,1,3,16.08,Master
25,Jayce,18,JUNGLE,14,4,8,22399,300,51508,True,2,False,False,False,False,0,1,4,2,29.32,Master
26,Jayce,12,TOP,3,9,0,8398,114,9155,False,0,False,False,False,False,0,0,0,0,15.34,Master
27,Rengar,18,JUNGLE,11,10,1,16963,227,30776,True,1,False,False,False,False,1,1,0,4,21.32,Master
28,Irelia,17,MIDDLE,3,9,4,15688,272,20751,False,0,False,False,False,False,0,0,1,1,27.71,Master
29,Jayce,14,TOP,4,9,5,9531,168,16233,False,0,False,False,False,False,0,0,1,1,27.81,Master
30,Jayce,18,TOP,12,9,11,16194,205,33280,True,1,False,False,False,False,0,0,1,5,30.28,Master
31,Jayce,15,TOP,9,5,4,12001,142,18521,True,1,False,False,False,False,0,0,0,1,22.92,Master
32,Jayce,16,TOP,13,3,8,15497,195,31326,True,0,False,False,False,True,0,1,0,4,38.62,Master
33,Jayce,17,TOP,1,13,5,14033,203,32531,False,1,False,False,False,False,1,2,1,3,23.83,Master
34,Jayce,15,TOP,9,2,8,14381,184,23573,True,1,False,True,True,False,0,1,0,8,29.7,Master
35,Jayce,14,TOP,5,10,5,11206,162,20711,False,0,False,False,False,False,0,0,5,0,21.04,Master
36,Gwen,13,TOP,3,9,1,8406,144,18441,False,0,False,False,False,False,0,0,2,0,23.81,Master
37,Irelia,17,MIDDLE,7,7,4,16588,256,20053,False,1,False,False,False,False,0,1,1,3,19.1,Master
38,Jayce,14,JUNGLE,7,4,7,10286,131,16253,True,0,False,False,False,False,0,0,0,1,24.14,Master
39,Jayce,17,TOP,6,9,6,13259,196,21308,False,1,False,False,False,False,0,0,2,2,24.86,Master
40,Jayce,14,TOP,11,6,1,11593,143,18467,True,0,False,False,False,False,0,0,0,5,32.35,Master
41,Akali,10,TOP,2,11,4,6437,78,8496,True,0,False,False,False,False,0,0,0,3,17.46,Master
42,Aatrox,16,MIDDLE,10,10,6,14996,179,30771,False,0,False,False,False,False,0,0,1,1,19.61,Master
43,Jayce,15,TOP,7,5,7,13148,185,13913,True,1,False,False,False,False,0,2,0,3,22.4,Master
44,Jayce,12,TOP,2,6,0,7138,152,13732,False,0,False,False,False,False,0,0,0,0,27.65,Master
45,Jayce,16,TOP,8,5,6,12517,161,27152,True,1,False,False,False,False,0,0,0,4,32.29,Master
46,Irelia,13,MIDDLE,5,4,1,8717,165,12450,False,0,False,False,False,False,0,0,2,0,32.38,Master
47,Kayle,15,TOP,2,4,2,10105,218,10141,False,0,False,False,False,False,0,0,2,5,27.16,Master
48,Jayce,14,TOP,3,5,8,9279,165,19442,False,0,False,False,False,False,0,0,1,3,33.74,Master
49,Kennen,16,TOP,5,4,10,13551,193,18130,True,1,True,False,False,False,0,0,0,3,17.52,Master
50,Jayce,16,TOP,9,7,3,14671,190,25226,False,0,False,False,True,False,0,0,1,5,24.06,Master
51,Irelia,12,TOP,2,7,3,6879,138,14909,False,0,False,False,False,False,0,0,1,0,29.57,Master
52,Jayce,18,TOP,5,14,7,17072,259,43647,True,0,False,False,False,False,1,2,1,1,23.35,Master
53,Jayce,16,MIDDLE,16,5,3,17430,174,27714,True,1,False,False,False,True,1,1,0,4,30.76,Master
54,Irelia,16,TOP,5,9,2,12714,219,16785,False,0,False,False,False,False,0,0,1,2,17.31,Master
55,Jayce,16,TOP,3,4,4,11589,191,17172,True,1,False,False,False,False,0,0,0,1,24.77,Master
56,Kayle,12,TOP,0,10,1,6149,114,8032,False,0,False,False,False,False,0,0,0,0,20.84,Master
57,Singed,17,TOP,4,9,12,13378,167,22157,True,1,False,False,False,False,0,0,0,2,25.11,Master
58,Zeri,15,TOP,2,7,5,11976,205,8166,True,1,False,True,False,False,0,0,0,0,12.31,Master
59,Jayce,15,MIDDLE,15,7,9,13635,129,21991,True,1,False,False,False,False,1,1,0,0,24.91,Master
60,Irelia,10,NONE,1,6,0,5256,97,3551,False,0,False,False,False,False,0,0,0,2,16.88,Master
61,Akali,16,TOP,12,5,5,11752,161,17840,True,0,False,False,False,False,0,1,1,3,22.93,Master
62,Jayce,16,TOP,8,8,11,13709,173,23587,True,1,False,False,False,False,1,2,0,3,29.64,Master
63,Kennen,13,TOP,4,4,5,9726,140,15093,True,0,False,False,False,False,0,0,0,3,21.08,Master
64,Kayle,12,NONE,0,5,1,6022,138,4168,False,0,False,False,False,False,0,0,2,0,16.77,Master
65,Akali,16,TOP,8,11,12,13247,160,23734,True,2,True,False,False,False,0,0,0,0,20.32,Master
66,Rengar,15,JUNGLE,6,6,3,12747,179,15665,False,0,False,False,False,False,0,0,2,3,28.64,Master
67,Irelia,16,MIDDLE,4,6,6,12434,218,15568,True,1,False,False,False,False,1,2,0,0,16.9,Master
68,Irelia,18,MIDDLE,5,6,3,16351,278,14961,True,1,False,False,False,False,0,1,1,2,18.61,Master
69,Kayle,18,TOP,11,5,1,17999,275,31877,False,0,True,False,False,False,0,0,2,3,35.31,Master
70,Irelia,13,TOP,4,10,4,10039,170,15215,False,0,False,True,False,False,0,0,1,0,19.33,Master
71,Irelia,13,MIDDLE,5,7,2,9331,154,12550,False,0,True,False,False,False,0,0,1,0,19.47,Master
72,Kennen,11,NONE,2,7,1,5897,115,7926,False,0,False,False,False,False,0,0,1,0,26.69,Master
73,Rengar,11,NONE,4,2,3,7716,107,8701,True,0,False,True,False,False,0,0,0,5,20.04,Master
74,Akali,17,MIDDLE,8,3,10,12250,176,23560,True,1,False,False,False,False,0,0,0,0,30.66,Master
75,Rengar,11,NONE,2,1,1,6551,122,4099,True,0,False,False,False,True,0,0,0,1,12.68,Master
76,Jayce,14,TOP,2,5,3,10546,211,17041,False,0,False,False,False,False,0,0,1,0,25.16,Master
77,Kennen,15,TOP,5,5,4,11825,182,24722,True,1,False,False,False,False,0,0,0,2,29.5,Master
78,Kennen,13,TOP,1,5,2,7165,147,8999,False,0,False,False,False,False,0,0,0,0,21.38,Master
79,Kayle,10,NONE,0,5,0,5167,102,2945,True,0,False,False,False,False,0,0,0,0,6.77,Master
80,Irelia,15,TOP,5,4,2,10800,199,8553,True,1,False,False,False,False,1,1,0,4,13.56,Master
81,Irelia,16,TOP,7,8,5,15839,210,17727,True,1,False,False,False,False,0,1,2,5,17.39,Master
82,Jayce,11,NONE,2,2,0,5730,122,4392,False,0,False,False,False,False,0,0,0,1,19.17,Master
83,Kennen,18,MIDDLE,5,6,10,15555,239,18838,True,1,False,False,False,False,0,1,0,0,15.51,Master
84,Kennen,12,TOP,0,3,1,6321,163,7965,False,0,False,False,False,False,0,0,1,0,19.09,Master
85,Rengar,15,TOP,7,4,1,14024,210,13485,False,0,False,False,False,True,0,0,1,5,27.32,Master
86,Akali,18,TOP,14,9,13,15743,194,37785,False,0,False,False,False,False,0,0,3,0,31.92,Master
87,Irelia,18,TOP,5,9,6,17129,307,27883,True,2,False,False,False,False,1,1,3,0,21.94,Master
88,Jayce,13,TOP,5,3,2,9938,144,15841,False,0,False,False,True,False,0,0,0,5,32.06,Master
89,Irelia,15,MIDDLE,9,4,3,14149,194,28190,True,0,False,False,False,False,0,1,0,4,40.64,Master
90,Irelia,13,TOP,5,5,2,9370,163,8790,False,0,False,False,False,False,0,0,1,0,23.06,Master
91,Kennen,14,TOP,2,3,6,8477,142,10926,True,1,False,False,False,False,1,3,0,1,14.0,Master
92,Kaisa,12,JUNGLE,4,12,6,9184,145,12543,False,0,False,False,False,False,0,0,2,0,25.65,Master
93,Akali,16,TOP,13,6,14,14469,127,26827,True,1,False,False,True,False,0,2,0,5,25.58,Master
94,Kennen,17,TOP,11,7,11,14339,163,33329,True,2,False,False,False,False,0,1,0,1,25.84,Master
95,Kennen,13,TOP,5,1,4,9732,127,14408,True,0,False,False,True,False,0,0,0,7,18.47,Master
96,Irelia,15,BOTTOM,9,7,8,14898,201,18219,False,0,False,False,False,False,0,0,1,7,21.98,Master
97,Yuumi,9,BOTTOM,1,6,4,5432,4,3696,False,0,False,False,False,False,0,0,2,1,10.17,Master
0,Lux,15,TOP,4,1,13,13219,210,16688,True,1,False,False,False,False,1,1,0,2,28.15,Grandmaster
1,Jinx,18,BOTTOM,9,8,12,20905,356,30442,False,1,False,False,False,False,0,0,7,1,18.23,Grandmaster
2,Caitlyn,14,BOTTOM,6,4,8,12258,167,18655,True,1,False,False,False,True,0,1,0,5,21.53,Grandmaster
3,Draven,18,BOTTOM,10,12,15,16423,161,25041,True,2,False,False,False,False,1,2,0,2,17.46,Grandmaster
4,Varus,15,BOTTOM,4,4,7,12203,208,13068,True,1,False,False,False,False,1,1,0,0,19.2,Grandmaster
5,Xayah,16,BOTTOM,3,4,9,12718,224,22571,True,1,False,False,False,False,0,1,0,0,19.68,Grandmaster
6,KogMaw,15,BOTTOM,2,9,8,11413,205,26490,False,0,False,False,False,False,0,0,1,3,23.5,Grandmaster
7,Lux,13,NONE,3,2,1,9318,185,13876,False,0,False,False,False,False,0,0,2,3,39.42,Grandmaster
8,Lux,12,NONE,6,1,5,9161,141,15645,True,0,False,True,False,False,0,0,0,1,33.49,Grandmaster
9,Renata,11,BOTTOM,0,3,3,4957,10,7873,False,0,False,False,False,False,0,0,1,0,16.88,Grandmaster
10,Renata,13,BOTTOM,2,1,15,8591,29,7881,True,1,False,False,False,False,0,1,0,1,8.52,Grandmaster
11,Janna,10,BOTTOM,1,9,8,6236,11,2549,False,0,False,False,False,False,0,0,2,1,3.6,Grandmaster
12,Lux,11,NONE,9,1,6,9801,118,12071,True,0,False,False,False,False,0,1,0,5,25.1,Grandmaster
13,Janna,12,BOTTOM,1,2,8,6665,10,4627,False,0,False,False,False,False,0,0,2,0,6.05,Grandmaster
14,Lux,11,MIDDLE,2,5,2,7317,126,9315,False,0,False,False,False,False,0,0,1,1,21.96,Grandmaster
15,Lux,17,MIDDLE,8,8,9,16146,209,26933,False,1,False,False,False,False,0,0,1,0,20.46,Grandmaster
16,Varus,12,BOTTOM,5,6,6,9530,158,20668,False,0,False,False,False,False,0,0,3,0,33.33,Grandmaster
17,Lux,15,BOTTOM,3,7,27,12382,33,31512,True,1,False,False,False,False,0,1,1,2,25.16,Grandmaster
18,Draven,14,BOTTOM,9,2,5,12655,151,25628,True,0,False,False,False,False,2,2,0,2,31.76,Grandmaster
19,Kaisa,14,MIDDLE,4,2,7,10987,186,16213,True,1,False,False,False,False,0,1,0,3,21.34,Grandmaster
20,KogMaw,16,BOTTOM,8,7,7,14134,215,37796,True,1,False,False,False,False,2,2,0,1,27.17,Grandmaster
21,Ezreal,14,BOTTOM,1,5,9,11182,220,16024,True,0,False,False,False,False,0,0,0,2,12.79,Grandmaster
22,Kalista,17,BOTTOM,4,6,7,14269,267,11286,True,1,False,False,False,False,1,1,1,0,11.92,Grandmaster
23,Ashe,11,NONE,3,2,4,7604,137,10226,True,0,False,False,False,False,0,0,0,1,21.37,Grandmaster
24,Lux,13,MIDDLE,7,1,6,10435,152,14960,True,0,False,False,False,False,0,0,0,1,23.98,Grandmaster
25,Lux,15,BOTTOM,9,1,9,13722,189,23416,True,1,False,False,False,False,1,2,0,4,30.41,Grandmaster
26,Lux,17,MIDDLE,15,5,14,16301,180,33633,True,1,False,False,False,False,0,1,0,4,33.72,Grandmaster
27,Lux,14,BOTTOM,3,5,13,10816,171,13829,True,1,False,False,False,False,1,1,0,3,15.51,Grandmaster
28,Ziggs,14,BOTTOM,1,1,5,10180,225,11105,False,0,False,False,False,True,0,0,0,1,23.71,Grandmaster
29,Ziggs,15,BOTTOM,9,3,8,13498,214,22789,False,0,False,False,False,False,0,0,3,1,32.55,Grandmaster
30,Lux,14,MIDDLE,11,1,5,12102,180,17623,True,0,False,False,False,False,0,0,0,0,29.78,Grandmaster
31,Lux,14,MIDDLE,2,6,8,10224,177,15454,False,0,False,False,False,False,0,0,1,0,21.89,Grandmaster
32,Lux,14,MIDDLE,6,3,7,12132,184,23501,False,0,False,False,False,False,0,0,0,4,32.03,Grandmaster
33,Lux,14,MIDDLE,6,2,2,11821,190,16287,True,1,False,False,False,False,1,2,0,2,32.9,Grandmaster
34,Lux,17,MIDDLE,7,6,8,16069,261,29544,False,1,False,True,False,False,0,0,1,1,27.81,Grandmaster
35,Lux,15,MIDDLE,12,2,10,14218,155,26947,True,0,False,False,False,False,0,2,0,5,27.82,Grandmaster
36,Xerath,13,MIDDLE,3,3,3,9606,179,25480,False,0,False,False,False,False,0,0,2,0,33.62,Grandmaster
37,Lux,15,MIDDLE,8,6,3,14563,217,19735,False,0,False,False,False,False,0,0,2,0,21.62,Grandmaster
38,Ashe,17,BOTTOM,6,10,11,14388,228,25876,True,1,False,False,False,False,0,2,0,0,17.17,Grandmaster
39,Karma,10,BOTTOM,2,1,8,6970,11,7249,True,1,True,False,True,False,0,3,0,3,15.14,Grandmaster
40,Yuumi,11,BOTTOM,2,2,7,7904,3,6805,True,1,False,True,True,False,0,1,0,5,9.67,Grandmaster
41,Lulu,16,BOTTOM,0,5,24,10194,35,3102,True,2,False,False,False,False,0,2,0,2,3.4,Grandmaster
42,Janna,11,BOTTOM,1,5,14,6560,8,3560,True,0,False,False,True,False,0,1,0,1,5.3,Grandmaster
43,Lux,13,BOTTOM,4,1,17,10761,36,18081,True,1,False,True,False,False,0,2,0,3,21.86,Grandmaster
44,Janna,7,NONE,2,3,2,4095,13,3336,False,0,False,False,False,False,0,0,0,0,14.6,Grandmaster
45,Janna,10,NONE,0,1,8,5429,10,3143,True,0,False,False,True,False,0,0,0,3,9.41,Grandmaster
46,Lux,7,NONE,0,8,5,4491,5,5509,False,0,False,False,False,False,0,0,0,2,16.4,Grandmaster
47,Lux,12,BOTTOM,0,1,1,9106,211,13032,False,0,False,False,False,False,0,0,3,3,36.09,Grandmaster
48,Lux,13,BOTTOM,4,5,9,10061,137,16638,True,1,False,False,False,False,0,0,0,0,20.65,Grandmaster
49,Lux,14,MIDDLE,4,5,7,9944,167,19000,False,0,False,False,False,False,0,0,1,1,31.25,Grandmaster
50,MonkeyKing,15,TOP,5,6,8,10855,178,15296,True,1,False,False,False,False,1,1,0,1,18.56,Grandmaster
51,Trundle,18,JUNGLE,5,9,17,16092,108,26589,True,0,False,False,False,False,1,1,1,0,16.1,Grandmaster
52,Taliyah,15,JUNGLE,5,10,12,12262,40,15967,True,1,False,False,False,False,1,1,0,0,17.14,Grandmaster
53,Sejuani,13,JUNGLE,7,2,12,9781,11,16386,True,0,False,False,False,False,0,2,0,1,16.13,Grandmaster
54,Hecarim,13,JUNGLE,4,4,12,9364,21,10118,True,0,False,False,False,False,0,0,0,0,15.03,Grandmaster
55,Lux,13,BOTTOM,1,4,6,9644,195,20251,False,0,True,False,False,False,0,0,3,0,29.43,Grandmaster
56,Lux,15,MIDDLE,3,3,0,10738,215,13495,False,1,False,False,False,False,0,0,0,0,21.88,Grandmaster
57,Lux,16,MIDDLE,12,5,5,15202,200,26863,False,0,False,False,False,False,0,0,2,3,35.74,Grandmaster
58,Yasuo,15,BOTTOM,12,7,3,14454,182,20180,True,1,False,False,True,False,0,0,0,1,22.42,Grandmaster
59,Lux,18,MIDDLE,5,3,18,16111,259,28224,True,1,False,False,False,False,0,1,3,0,18.74,Grandmaster
60,Nunu,16,MIDDLE,23,9,8,15985,85,31403,True,1,True,False,False,False,0,0,2,1,36.23,Grandmaster
61,Lux,14,MIDDLE,15,8,2,12814,124,36860,False,0,False,False,True,False,0,0,2,7,43.15,Grandmaster
62,Kaisa,13,BOTTOM,4,7,8,9760,149,24923,False,0,False,False,True,False,0,0,2,3,31.63,Grandmaster
63,Jhin,15,BOTTOM,17,5,19,14907,163,35316,True,0,True,False,False,False,1,2,1,6,29.84,Grandmaster
64,Zeri,8,NONE,0,6,0,4533,111,5270,False,0,False,False,False,False,0,0,0,0,24.89,Grandmaster
65,Varus,17,BOTTOM,15,10,12,17113,182,52816,False,0,False,False,False,False,0,0,2,2,35.97,Grandmaster
66,Ashe,17,BOTTOM,11,3,13,16155,194,38197,True,2,False,False,False,False,1,1,1,4,26.85,Grandmaster
67,Ashe,14,BOTTOM,3,6,11,10644,165,16530,False,0,False,False,False,False,0,0,1,0,24.48,Grandmaster
68,Xerath,16,MIDDLE,1,3,11,12174,212,17252,True,2,False,False,False,False,0,1,0,0,18.7,Grandmaster
69,Lux,13,MIDDLE,5,4,5,9573,151,13737,True,0,False,False,False,False,0,0,0,0,21.76,Grandmaster
70,Lux,15,MIDDLE,10,2,11,13890,176,22499,True,1,False,False,True,False,0,1,0,5,32.37,Grandmaster
71,Janna,13,BOTTOM,0,2,17,7135,10,4883,True,1,False,False,False,False,0,1,0,0,6.35,Grandmaster
72,Lux,15,MIDDLE,9,8,3,13171,183,24708,False,1,False,False,False,False,0,0,2,0,27.35,Grandmaster
73,Lux,12,NONE,2,1,0,6961,159,8654,False,0,False,False,False,False,0,0,0,1,28.72,Grandmaster
74,Lux,11,MIDDLE,4,2,5,7859,115,9881,True,0,False,False,False,False,0,1,0,1,23.1,Grandmaster
75,Lux,11,BOTTOM,2,3,13,7202,13,9735,True,0,False,False,False,False,0,1,0,2,17.25,Grandmaster
76,Ezreal,8,NONE,2,5,2,5328,91,9863,False,0,False,False,False,False,0,0,0,0,41.28,Grandmaster
77,Yuumi,14,BOTTOM,5,1,26,9694,5,9492,True,1,True,False,False,False,0,0,0,1,9.94,Grandmaster
78,Lux,13,NONE,3,1,6,8238,163,12509,True,0,False,False,False,False,0,0,0,3,31.87,Grandmaster
79,Alistar,9,NONE,1,6,5,4433,57,4705,False,0,False,False,False,False,0,0,0,0,14.37,Grandmaster
80,Zyra,16,MIDDLE,5,4,11,11971,200,28557,True,2,False,False,False,False,0,1,0,1,28.32,Grandmaster
81,Janna,11,BOTTOM,2,1,18,6770,8,5089,True,0,True,False,False,False,0,2,0,1,7.54,Grandmaster
82,Janna,12,BOTTOM,0,4,6,6602,5,3057,False,1,False,False,False,False,0,0,1,0,5.17,Grandmaster
83,Janna,13,BOTTOM,1,3,19,7723,7,3787,True,1,False,False,False,False,0,2,0,1,4.41,Grandmaster
84,Lux,14,BOTTOM,5,3,9,11586,40,26904,True,2,False,False,False,True,0,1,0,6,28.08,Grandmaster
85,Lux,11,BOTTOM,7,9,7,9949,27,26613,False,0,False,False,True,False,0,0,0,8,28.15,Grandmaster
86,Yasuo,15,BOTTOM,9,8,4,14122,200,20101,True,1,False,False,False,True,1,2,0,6,18.36,Grandmaster
87,Caitlyn,10,NONE,9,0,1,8057,120,8875,True,0,False,False,False,True,0,0,0,4,25.14,Grandmaster
88,Ashe,13,MIDDLE,5,1,5,8516,156,8688,True,0,False,False,False,False,0,0,0,0,15.5,Grandmaster
