,ChampionName,ChampionLevel,Lane,Kills,Deaths,Assists,Gold_Earned,Total_Minions_Killed,Total_damages_to_champs,Win/Lose,TeamBaronKills,FirstBloodAssist,FirstBloodKill,FirstTowerAssist,FirstTowerKill,InhibitorKills,InhibitorTakedowns,InhibitorsLost,TurretPlatesTaken,TotalDamageDealtToChampions_Percentage,Date,rank
77,Kaisa,12,BOTTOM,5,5,12,8253,29,12556,True,0,False,False,False,False,0,0,0,1,16.3,3/12/2022,Silver
78,Caitlyn,16,BOTTOM,8,2,7,15119,231,18066,True,1,False,False,False,False,1,2,0,2,20.32,3/11/2022,Silver
79,Caitlyn,14,BOTTOM,0,1,1,7965,198,6592,False,0,False,False,False,False,0,0,3,0,12.05,3/11/2022,Silver
80,Teemo,11,NONE,4,2,0,7198,129,16531,True,0,False,False,False,False,0,0,0,5,42.53,3/11/2022,Silver
81,Jinx,17,BOTTOM,16,5,12,19387,216,37563,True,0,False,False,False,False,0,1,0,3,34.95,3/9/2022,Silver
82,Caitlyn,11,BOTTOM,3,4,1,8534,167,3363,False,0,False,False,False,True,0,0,2,5,9.77,3/9/2022,Silver
83,Nocturne,17,JUNGLE,18,2,7,16650,38,23031,True,1,True,False,False,False,0,0,0,4,30.62,3/7/2022,Silver
84,Jinx,18,BOTTOM,13,2,7,19928,246,30694,True,2,True,False,False,False,0,0,0,8,18.8,3/7/2022,Silver
85,Caitlyn,15,BOTTOM,6,6,4,13745,229,18479,True,1,False,False,False,False,0,0,0,4,16.4,3/7/2022,Silver
86,Teemo,17,TOP,5,3,7,13412,188,19471,True,1,False,False,False,False,1,1,0,3,18.53,3/7/2022,Silver
87,Quinn,16,TOP,4,9,5,11975,184,15399,False,0,False,False,False,False,0,0,1,1,13.26,3/7/2022,Silver
88,Udyr,15,JUNGLE,10,2,8,12255,65,18254,True,1,False,False,True,False,0,1,0,4,18.91,3/7/2022,Silver
89,Ezreal,13,TOP,6,2,6,10202,144,13163,True,0,True,False,False,False,1,3,0,5,19.91,3/7/2022,Silver
90,Quinn,18,TOP,15,2,7,16686,194,38270,True,2,False,False,False,False,2,2,0,2,28.71,3/7/2022,Silver
91,Jinx,10,NONE,6,0,3,7087,124,9010,True,0,True,False,False,False,0,0,0,3,35.94,3/7/2022,Silver
92,Caitlyn,14,BOTTOM,5,9,4,11160,175,17795,False,0,False,False,True,False,0,0,1,7,19.54,3/7/2022,Silver
93,Caitlyn,14,BOTTOM,4,1,1,11079,182,12930,True,0,False,True,False,False,0,0,0,5,18.25,3/7/2022,Silver
94,Nautilus,12,BOTTOM,3,4,4,7381,53,8211,False,0,False,True,False,False,0,0,1,1,13.25,3/7/2022,Silver
0,Yuumi,12,BOTTOM,3,6,18,7905,3,6894,False,0,False,False,False,False,0,1,1,0,9.93,4/16/2022,Diamond
1,Sona,11,BOTTOM,0,0,12,6578,11,3894,True,0,False,False,True,False,0,2,0,5,6.45,4/16/2022,Diamond
2,Sona,12,BOTTOM,1,1,19,7466,8,3431,True,1,True,False,True,False,0,1,0,3,5.97,4/16/2022,Diamond
3,Taliyah,11,BOTTOM,3,5,2,7028,54,6099,False,0,False,False,False,False,0,0,2,0,14.2,4/16/2022,Diamond
4,Sona,16,BOTTOM,0,9,28,10420,38,12005,True,1,False,False,True,False,0,1,0,5,8.14,4/16/2022,Diamond
5,Sona,12,BOTTOM,1,4,16,7207,15,4166,True,1,False,False,False,False,0,2,0,1,7.24,4/16/2022,Diamond
6,Sona,11,BOTTOM,0,6,12,5791,8,6599,False,0,False,False,False,False,0,0,2,0,9.37,4/16/2022,Diamond
7,Nami,11,BOTTOM,1,7,8,6707,14,7619,False,0,False,False,True,False,0,0,0,0,12.12,4/15/2022,Diamond
8,Soraka,12,BOTTOM,1,7,12,7500,18,4906,False,0,False,False,True,False,0,0,1,5,7.35,4/15/2022,Diamond
9,Akshan,16,MIDDLE,8,4,3,14541,194,24526,False,0,False,False,False,False,0,0,1,2,25.7,4/15/2022,Diamond
10,Soraka,16,BOTTOM,2,11,23,9690,21,6999,False,0,False,False,False,False,0,0,3,0,6.05,4/15/2022,Diamond
11,Sona,11,BOTTOM,2,2,10,6670,19,5060,True,0,False,False,False,False,0,1,0,3,7.33,4/15/2022,Diamond
12,Sona,14,BOTTOM,0,4,18,8178,29,6486,True,1,False,False,False,False,1,2,0,4,8.05,4/15/2022,Diamond
13,Karthus,16,MIDDLE,9,8,6,14458,188,37973,False,0,False,False,False,False,0,0,1,1,36.08,4/15/2022,Diamond
14,Sona,14,BOTTOM,3,7,9,8689,25,5717,False,0,False,False,False,False,0,0,1,2,7.84,4/15/2022,Diamond
15,Sona,12,BOTTOM,1,3,15,7929,16,6643,True,1,False,False,False,True,0,2,0,5,11.3,4/15/2022,Diamond
16,Sona,11,BOTTOM,2,3,18,7177,15,6439,True,0,False,False,False,False,0,1,0,3,11.72,4/15/2022,Diamond
17,Sona,12,BOTTOM,3,8,15,7858,15,7631,False,0,False,False,False,False,0,0,2,1,9.46,4/15/2022,Diamond
18,Taric,14,BOTTOM,3,12,12,8982,76,8119,False,0,False,False,False,False,0,0,2,0,6.9,4/15/2022,Diamond
19,Senna,13,BOTTOM,6,10,12,9854,43,20173,False,0,False,False,False,False,0,0,1,1,21.79,4/15/2022,Diamond
20,Rakan,10,BOTTOM,2,1,5,5397,43,4167,False,0,False,False,False,False,0,0,1,0,10.37,4/15/2022,Diamond
21,Swain,14,BOTTOM,4,7,12,11553,50,35426,False,0,True,False,True,False,0,0,1,4,24.97,4/15/2022,Diamond
22,Senna,15,BOTTOM,9,5,11,12502,52,17989,True,1,False,False,False,False,0,0,0,4,21.57,4/15/2022,Diamond
23,Soraka,16,BOTTOM,0,6,21,9383,33,7015,True,2,False,False,False,False,0,1,0,2,5.62,4/15/2022,Diamond
24,Janna,13,BOTTOM,0,4,7,6974,17,2368,False,0,False,False,False,False,0,0,3,2,3.07,4/15/2022,Diamond
25,Rakan,9,NONE,1,1,5,4778,27,2543,True,0,False,False,False,False,0,0,0,4,8.07,4/15/2022,Diamond
26,Sona,15,BOTTOM,0,1,24,9038,15,9676,True,2,False,False,False,False,0,1,0,5,11.23,4/15/2022,Diamond
27,Soraka,14,BOTTOM,0,4,23,8939,10,8655,False,1,False,False,False,False,0,0,2,5,7.9,4/14/2022,Diamond
28,Sona,16,BOTTOM,1,5,9,8445,33,5614,False,0,False,False,False,False,0,0,6,1,4.42,4/14/2022,Diamond
29,Blitzcrank,13,BOTTOM,0,9,13,7318,34,5848,False,0,False,False,False,False,0,0,3,5,5.76,4/14/2022,Diamond
30,Blitzcrank,13,BOTTOM,2,5,15,8956,44,5938,True,1,False,False,True,False,0,1,0,6,6.46,4/14/2022,Diamond
31,Yuumi,10,BOTTOM,0,4,7,4780,1,3213,False,0,False,False,False,False,0,0,1,0,8.63,4/14/2022,Diamond
32,Soraka,13,BOTTOM,1,9,16,7957,25,5063,False,0,False,False,False,False,0,0,2,1,4.78,4/14/2022,Diamond
33,Taric,11,BOTTOM,0,5,19,6823,35,2989,True,0,False,False,True,False,0,0,0,2,4.48,4/14/2022,Diamond
34,Soraka,14,BOTTOM,2,5,17,9110,18,5433,True,1,False,False,True,False,0,1,0,5,5.89,4/14/2022,Diamond
35,Soraka,14,BOTTOM,2,2,14,8974,23,5850,True,2,False,False,False,False,0,1,0,3,6.06,4/14/2022,Diamond
36,MissFortune,11,BOTTOM,0,1,2,4842,36,6255,False,0,False,False,False,False,0,0,2,0,16.92,4/14/2022,Diamond
37,Yuumi,11,BOTTOM,1,5,7,6469,5,7308,False,0,True,False,False,False,0,0,2,1,11.02,4/14/2022,Diamond
38,Senna,13,BOTTOM,3,3,14,10204,40,7355,True,1,False,False,False,False,0,0,0,9,10.96,4/14/2022,Diamond
39,Blitzcrank,11,BOTTOM,0,7,7,6278,46,2432,False,0,False,False,False,False,0,0,3,1,4.12,4/14/2022,Diamond
40,Soraka,6,NONE,0,2,2,3101,10,2379,False,0,False,False,False,False,0,0,1,0,11.37,4/14/2022,Diamond
41,Soraka,9,NONE,1,2,8,5263,8,2998,True,0,False,False,False,False,0,0,0,3,7.86,4/14/2022,Diamond
42,Soraka,13,BOTTOM,1,5,8,7797,22,7730,True,1,False,False,False,False,0,1,0,0,8.2,4/14/2022,Diamond
43,Soraka,12,BOTTOM,0,1,11,5965,19,3906,True,0,False,False,True,False,0,0,0,3,9.67,4/14/2022,Diamond
44,Sona,17,BOTTOM,3,7,19,11741,48,15808,False,2,True,False,False,False,0,0,1,2,10.7,4/14/2022,Diamond
45,Sona,11,BOTTOM,3,1,12,6784,8,4736,True,0,True,False,False,False,0,0,0,2,9.84,4/14/2022,Diamond
46,Soraka,14,BOTTOM,0,3,17,8346,25,5245,True,1,False,False,False,False,0,1,0,1,5.99,4/14/2022,Diamond
47,Sona,15,BOTTOM,2,9,19,9856,37,11728,True,0,False,False,False,False,0,0,0,1,9.56,4/14/2022,Diamond
48,Senna,9,NONE,1,2,2,5619,45,4720,False,0,False,False,False,False,0,0,2,1,17.28,4/14/2022,Diamond
49,Nami,12,BOTTOM,2,8,10,7653,9,6847,False,0,True,False,False,False,0,1,0,2,8.26,4/14/2022,Diamond
50,Nautilus,10,BOTTOM,1,8,4,5331,29,4446,False,0,False,False,False,False,0,0,2,1,7.8,4/14/2022,Diamond
51,Rell,9,BOTTOM,1,6,9,5366,29,4130,False,0,False,False,False,False,0,0,0,0,10.37,4/14/2022,Diamond
52,Yuumi,14,MIDDLE,4,5,25,9928,12,12863,False,1,True,False,False,False,0,1,2,1,9.43,4/14/2022,Diamond
53,Bard,16,BOTTOM,1,7,17,9710,41,10394,False,1,False,False,False,False,0,0,4,0,10.19,4/13/2022,Diamond
54,Morgana,8,NONE,0,3,2,4817,33,2067,False,0,True,False,False,False,0,0,0,6,9.13,4/13/2022,Diamond
55,Nautilus,10,NONE,2,1,8,6526,36,2880,True,0,False,False,True,False,0,1,0,5,6.42,4/13/2022,Diamond
56,Ivern,11,JUNGLE,1,2,12,7366,28,4663,True,1,True,False,False,False,1,1,0,3,8.32,4/13/2022,Diamond
57,Xerath,16,BOTTOM,2,5,11,10692,83,16721,True,2,True,False,True,False,0,1,0,2,17.16,4/13/2022,Diamond
58,Ivern,7,NONE,2,4,2,4107,26,4404,False,0,False,False,False,False,0,0,1,1,15.39,4/13/2022,Diamond
59,Soraka,9,BOTTOM,0,5,3,4590,8,2711,False,0,False,False,False,False,0,0,1,0,7.9,4/13/2022,Diamond
60,JarvanIV,9,BOTTOM,1,8,1,4472,10,5709,False,0,False,False,False,False,0,0,1,1,18.14,4/13/2022,Diamond
61,Nautilus,13,BOTTOM,1,2,12,7557,47,7121,True,1,False,False,False,False,1,1,0,2,10.42,4/13/2022,Diamond
62,Yuumi,15,BOTTOM,1,3,23,9220,8,8978,True,1,True,False,False,False,0,1,0,1,8.84,4/13/2022,Diamond
63,Trundle,12,BOTTOM,2,3,10,7608,47,3770,True,0,False,False,True,False,0,0,0,3,4.95,4/13/2022,Diamond
64,Yuumi,11,MIDDLE,1,0,15,6889,5,4023,True,1,False,False,False,False,0,0,0,4,7.65,4/13/2022,Diamond
65,Ivern,15,BOTTOM,3,4,19,10169,54,6969,True,2,False,False,False,False,0,1,0,2,8.02,4/13/2022,Diamond
66,Ivern,12,BOTTOM,1,3,16,7434,34,4450,True,1,True,False,False,False,1,1,0,2,6.22,4/13/2022,Diamond
67,Soraka,13,BOTTOM,1,3,10,6779,17,3605,False,0,False,False,False,False,0,0,3,2,5.75,4/13/2022,Diamond
68,Janna,13,BOTTOM,0,4,16,7043,7,3478,True,1,False,False,False,False,0,1,0,3,5.12,4/13/2022,Diamond
69,Taric,14,BOTTOM,0,6,22,8540,50,4520,True,1,False,False,False,False,0,1,0,2,5.06,4/13/2022,Diamond
70,Nautilus,13,BOTTOM,1,9,20,8726,42,8796,True,2,False,False,False,False,0,1,0,0,7.89,4/12/2022,Diamond
71,Bard,12,BOTTOM,0,0,15,6855,16,4933,True,1,False,False,False,False,0,0,0,3,6.77,4/12/2022,Diamond
72,Senna,16,BOTTOM,6,6,24,15827,44,31509,True,1,False,False,False,False,0,2,0,6,26.31,4/12/2022,Diamond
73,Senna,14,BOTTOM,7,4,15,11405,44,26543,True,0,True,False,False,False,0,1,0,3,23.39,4/12/2022,Diamond
74,Senna,9,BOTTOM,0,1,10,7373,29,4952,True,0,True,False,True,False,0,0,0,7,10.58,4/12/2022,Diamond
75,Senna,12,BOTTOM,4,2,10,8590,20,10683,True,0,False,False,False,False,1,2,0,3,15.71,4/12/2022,Diamond
76,Ivern,12,BOTTOM,0,2,1,7031,41,2943,False,0,False,False,False,False,0,0,3,4,4.65,4/12/2022,Diamond
77,Soraka,11,BOTTOM,1,2,5,5877,11,4963,False,0,False,False,False,False,0,0,1,1,8.55,4/12/2022,Diamond
78,Soraka,13,BOTTOM,2,8,15,7720,8,6978,False,0,False,False,False,False,0,0,1,2,7.08,4/12/2022,Diamond
79,Soraka,15,BOTTOM,0,5,25,8753,10,7529,False,0,False,False,False,False,0,0,2,3,7.12,4/12/2022,Diamond
80,Sona,13,BOTTOM,7,6,11,10414,16,10152,True,1,False,False,False,False,0,2,0,0,15.3,4/12/2022,Diamond
81,Yuumi,14,BOTTOM,0,12,10,8162,3,7724,False,1,False,False,False,False,0,0,1,0,5.94,4/12/2022,Diamond
82,Soraka,11,BOTTOM,1,7,7,5961,20,6177,False,0,False,False,False,False,0,0,1,2,9.85,4/12/2022,Diamond
83,Akshan,17,MIDDLE,14,12,9,16938,160,39856,False,1,False,False,True,False,0,0,1,2,28.12,4/12/2022,Diamond
84,Soraka,12,BOTTOM,6,3,15,8590,23,4583,True,1,True,False,False,False,0,1,0,2,8.14,4/12/2022,Diamond
85,Soraka,12,BOTTOM,2,4,16,7744,20,4064,True,1,False,False,False,False,0,0,0,5,5.04,4/12/2022,Diamond
86,Soraka,13,JUNGLE,0,3,17,8464,9,5521,True,2,True,False,True,False,0,4,0,1,6.93,4/12/2022,Diamond
87,Senna,13,BOTTOM,3,13,18,9920,62,13157,False,0,False,False,False,False,0,0,1,2,18.05,4/12/2022,Diamond
88,Soraka,12,BOTTOM,1,6,11,7021,28,6592,False,0,False,False,False,False,0,0,2,2,11.95,4/12/2022,Diamond
89,Soraka,10,BOTTOM,0,5,1,4260,19,2065,False,0,False,False,False,False,0,0,2,1,5.52,4/12/2022,Diamond
90,Senna,14,BOTTOM,8,11,14,13009,25,23853,True,2,False,True,False,False,0,1,0,4,19.96,4/12/2022,Diamond
91,Soraka,10,NONE,3,0,9,6005,11,3255,True,0,False,False,False,False,0,1,0,2,7.52,4/12/2022,Diamond
92,Soraka,12,BOTTOM,0,6,12,6921,20,4655,False,0,False,False,False,False,0,0,1,0,6.15,4/12/2022,Diamond
93,Senna,16,JUNGLE,3,8,17,12517,46,12840,True,2,False,False,False,True,0,1,0,5,10.1,4/12/2022,Diamond
94,Soraka,11,BOTTOM,0,0,6,5516,6,3184,True,1,False,False,True,False,0,0,0,2,6.66,4/12/2022,Diamond
95,Soraka,12,BOTTOM,0,6,7,6207,14,3787,False,0,False,False,False,False,0,0,1,0,6.91,4/12/2022,Diamond
96,Soraka,10,BOTTOM,2,3,4,5496,8,4123,False,0,False,False,False,False,0,0,0,0,11.46,4/12/2022,Diamond
97,Sona,12,MIDDLE,0,6,16,6339,14,4839,False,0,False,False,False,False,0,0,3,2,9.13,4/11/2022,Diamond
98,Soraka,9,NONE,1,1,16,6838,19,3438,True,0,False,True,False,False,0,1,0,6,5.79,4/11/2022,Diamond
99,Sona,12,BOTTOM,0,2,7,6733,21,4555,False,0,False,False,False,False,0,0,1,3,7.71,4/11/2022,Diamond
0,MasterYi,16,JUNGLE,11,10,7,13722,46,34290,False,0,False,False,False,False,0,0,1,3,32.72,3/23/2022,Bronze
1,Chogath,15,TOP,8,4,6,12836,150,23678,False,0,False,False,False,True,0,0,1,1,27.79,3/23/2022,Bronze
2,Trundle,11,JUNGLE,4,6,2,6501,5,6784,False,0,False,False,False,False,0,0,0,0,17.73,3/22/2022,Bronze
3,Trundle,13,JUNGLE,1,9,5,7035,22,10184,False,0,False,False,False,False,0,0,2,0,15.06,3/22/2022,Bronze
4,Trundle,18,JUNGLE,3,12,9,12046,23,19299,True,2,False,False,False,False,1,2,0,0,10.93,3/22/2022,Bronze
5,Trundle,18,JUNGLE,10,6,20,15512,36,26911,True,1,True,False,False,True,1,1,2,4,16.82,3/21/2022,Bronze
6,Trundle,14,JUNGLE,3,8,12,9360,5,9511,True,0,False,False,False,True,0,0,0,2,13.1,3/21/2022,Bronze
7,Trundle,15,JUNGLE,5,4,8,12223,39,17072,True,0,False,False,False,True,0,0,0,4,15.23,3/21/2022,Bronze
8,Warwick,13,JUNGLE,6,8,6,9552,25,11803,False,0,False,False,False,False,0,0,3,0,20.05,3/20/2022,Bronze
9,Warwick,16,JUNGLE,4,12,9,11008,24,14451,False,1,False,False,False,False,0,0,2,0,13.51,3/20/2022,Bronze
10,Warwick,16,JUNGLE,11,4,9,13179,37,17190,True,1,False,False,False,False,1,2,0,0,18.1,3/20/2022,Bronze
11,Warwick,16,JUNGLE,14,8,15,14383,38,22152,False,1,False,False,False,False,0,0,3,0,22.63,3/19/2022,Bronze
12,Warwick,18,JUNGLE,12,15,13,16774,34,17261,True,1,True,False,False,False,0,1,2,0,12.16,3/19/2022,Bronze
13,Shyvana,16,JUNGLE,2,4,10,10781,35,9004,True,1,False,False,False,False,0,1,0,2,8.49,3/19/2022,Bronze
14,Warwick,18,JUNGLE,15,9,15,17184,41,31977,True,0,False,True,True,False,1,2,1,5,19.81,3/18/2022,Bronze
15,MasterYi,16,JUNGLE,6,10,8,11535,9,13603,True,2,False,False,False,False,1,2,0,0,9.47,3/17/2022,Bronze
16,Warwick,17,JUNGLE,8,7,8,13106,44,18956,True,2,True,False,False,False,0,0,0,2,13.52,3/17/2022,Bronze
17,Warwick,14,JUNGLE,3,8,6,9838,12,11364,True,1,False,True,False,False,1,3,0,0,14.87,3/17/2022,Bronze
18,Warwick,18,JUNGLE,10,9,15,14249,51,25535,True,1,False,False,False,False,0,0,4,3,14.47,3/17/2022,Bronze
19,Chogath,3,NONE,0,0,0,967,12,519,True,0,False,False,False,False,0,0,0,0,35.48,3/17/2022,Bronze
20,LeeSin,3,NONE,0,2,0,2855,0,824,False,0,False,False,False,False,0,0,1,0,3.52,3/17/2022,Bronze
21,LeeSin,9,JUNGLE,1,5,4,5254,9,7954,False,0,False,False,False,False,0,0,1,0,17.66,3/17/2022,Bronze
22,LeeSin,9,JUNGLE,3,6,3,6163,10,4915,True,0,False,False,False,False,0,0,0,0,10.98,3/17/2022,Bronze
23,Graves,8,NONE,0,7,0,4216,13,3537,False,0,False,False,False,False,0,0,1,0,11.84,3/17/2022,Bronze
24,Graves,13,JUNGLE,3,10,3,9525,35,19586,False,0,False,False,False,False,0,0,3,0,24.87,3/16/2022,Bronze
25,Graves,9,NONE,3,3,1,5919,2,2650,True,0,False,True,False,True,0,0,0,4,6.1,3/16/2022,Bronze
26,Chogath,13,TOP,4,9,1,9092,106,5899,False,0,False,False,False,False,0,0,3,0,14.01,3/16/2022,Bronze
27,Chogath,11,TOP,2,6,0,5667,78,5970,False,0,False,False,False,False,0,0,2,0,19.74,3/16/2022,Bronze
28,MasterYi,16,JUNGLE,6,13,12,13798,31,18878,False,0,False,False,False,False,0,0,2,2,19.28,3/16/2022,Bronze
29,Chogath,13,TOP,3,5,2,8885,107,8692,False,0,False,False,False,False,0,0,1,0,13.81,3/16/2022,Bronze
30,Zac,9,JUNGLE,2,8,4,5385,12,5594,False,0,False,False,False,False,0,0,1,0,13.95,3/16/2022,Bronze
31,Zac,13,JUNGLE,4,0,7,8002,15,5699,True,0,False,False,False,False,0,0,0,0,10.55,3/16/2022,Bronze
32,Shyvana,18,JUNGLE,2,13,13,14260,47,26904,False,3,False,False,False,False,1,2,2,3,16.58,3/16/2022,Bronze
33,FiddleSticks,14,JUNGLE,2,6,10,9171,18,9979,False,0,False,False,False,False,0,0,3,0,11.49,3/15/2022,Bronze
34,Shyvana,10,JUNGLE,2,2,2,6636,8,5235,True,0,False,False,False,False,0,3,0,3,11.49,3/15/2022,Bronze
35,Shyvana,16,JUNGLE,10,6,11,13266,49,16148,True,0,True,False,False,False,0,1,0,0,16.5,3/15/2022,Bronze
36,Shyvana,11,NONE,6,6,3,7214,7,9816,False,0,False,False,False,False,0,0,0,0,20.72,3/15/2022,Bronze
37,Shyvana,12,JUNGLE,3,4,6,8534,13,7293,True,0,False,False,False,False,0,0,0,3,13.15,3/15/2022,Bronze
38,Shyvana,11,NONE,9,3,2,9234,13,8990,True,0,False,True,False,False,0,0,0,0,20.18,3/15/2022,Bronze
39,Shyvana,13,JUNGLE,3,7,9,8367,13,12956,False,0,False,False,False,False,0,0,3,2,15.71,3/15/2022,Bronze
40,Shyvana,17,JUNGLE,9,13,11,14763,23,35805,False,0,False,False,False,False,0,0,2,0,21.02,3/14/2022,Bronze
41,Shyvana,16,JUNGLE,8,10,11,11783,21,22764,True,0,False,False,False,False,0,1,0,4,19.77,3/13/2022,Bronze
42,MasterYi,14,JUNGLE,9,4,5,10149,18,12780,True,0,False,False,False,True,0,1,0,3,17.27,3/13/2022,Bronze
43,MasterYi,12,JUNGLE,2,10,5,8059,22,9209,False,0,False,False,False,True,0,0,2,2,13.89,3/13/2022,Bronze
44,MasterYi,12,JUNGLE,4,6,2,8372,15,8591,False,0,False,False,False,False,0,0,1,2,19.85,3/13/2022,Bronze
45,MasterYi,15,JUNGLE,7,6,2,12508,42,13785,False,0,False,False,False,True,0,0,0,3,17.53,3/13/2022,Bronze
46,MasterYi,11,NONE,6,5,4,8299,15,4715,True,0,True,False,False,False,0,0,0,0,9.46,3/13/2022,Bronze
47,MasterYi,10,TOP,6,11,3,7023,20,9435,False,0,False,False,False,False,0,0,2,0,21.1,3/13/2022,Bronze
48,MasterYi,11,JUNGLE,2,7,5,7121,15,6703,False,0,False,False,False,False,0,0,1,0,11.6,3/13/2022,Bronze
49,Veigar,13,MIDDLE,4,4,5,8791,122,12308,True,0,False,False,False,False,0,0,0,1,17.95,3/13/2022,Bronze
50,Karthus,12,JUNGLE,3,5,10,7613,11,9161,True,0,False,False,False,False,0,0,0,0,13.29,3/13/2022,Bronze
51,Zac,15,JUNGLE,2,9,9,9927,35,10906,True,2,False,False,False,False,2,2,2,1,8.23,3/13/2022,Bronze
52,Urgot,18,TOP,7,8,8,13382,176,24082,True,2,False,False,False,False,0,1,0,1,17.38,3/13/2022,Bronze
53,Zac,12,JUNGLE,1,6,8,7632,13,8265,True,0,False,False,False,False,1,1,0,0,12.71,3/12/2022,Bronze
54,Nasus,16,TOP,4,2,3,10648,157,10629,True,1,False,False,False,False,0,0,0,2,11.52,3/12/2022,Bronze
55,Ornn,16,TOP,3,11,15,10158,135,22950,False,1,False,False,False,False,0,0,1,2,19.54,3/12/2022,Bronze
56,Illaoi,15,JUNGLE,4,6,10,9282,140,18660,True,1,True,False,False,True,1,1,0,1,25.04,3/12/2022,Bronze
57,Tristana,9,BOTTOM,1,8,1,5514,86,5794,False,0,False,False,False,False,0,0,0,0,19.32,3/12/2022,Bronze
58,Zac,14,JUNGLE,1,5,8,8805,20,10450,True,0,False,False,False,False,1,1,0,0,12.17,3/12/2022,Bronze
59,Zac,12,JUNGLE,7,4,12,8809,17,11340,True,0,False,False,False,False,1,1,0,0,16.66,3/12/2022,Bronze
60,Zac,13,JUNGLE,9,7,5,10966,24,11651,False,0,False,False,False,False,0,0,3,0,15.33,3/12/2022,Bronze
61,Sion,14,TOP,4,7,0,10131,137,15832,False,0,False,False,False,True,0,0,2,1,30.39,3/12/2022,Bronze
62,Sion,14,TOP,2,6,0,8318,135,6413,False,0,False,False,False,False,0,0,2,1,12.66,3/12/2022,Bronze
63,Sion,15,TOP,5,5,3,9493,129,11951,True,1,False,False,False,False,0,1,0,4,14.41,3/11/2022,Bronze
64,Hecarim,13,JUNGLE,4,11,11,9693,22,14237,False,0,True,False,False,False,0,0,1,0,18.63,3/11/2022,Bronze
65,Hecarim,10,NONE,3,5,3,6705,12,9972,True,0,False,False,False,False,0,0,0,0,20.83,3/11/2022,Bronze
66,Hecarim,16,JUNGLE,3,6,17,12162,35,18909,True,1,False,False,False,False,0,1,0,1,12.35,3/11/2022,Bronze
67,Jayce,14,TOP,3,13,3,8921,134,17944,False,0,False,False,False,False,0,0,2,1,20.45,3/11/2022,Bronze
68,Nautilus,16,BOTTOM,0,11,20,9840,35,12070,True,2,False,False,False,False,0,0,1,0,7.59,3/11/2022,Bronze
69,Morgana,11,BOTTOM,1,12,7,5902,17,8087,False,0,False,True,False,False,0,0,2,0,11.9,3/11/2022,Bronze
70,Nautilus,15,BOTTOM,5,8,29,12172,39,13936,True,0,False,False,False,False,0,2,0,2,10.35,3/11/2022,Bronze
71,Karthus,17,JUNGLE,11,12,13,15956,78,39032,False,0,False,False,False,False,0,0,2,0,31.08,3/11/2022,Bronze
72,Hecarim,12,JUNGLE,3,7,3,7203,17,7107,False,0,False,False,False,False,0,0,2,0,12.77,3/11/2022,Bronze
73,Ivern,8,NONE,1,6,4,4376,1,3372,False,0,False,False,False,False,0,0,0,0,18.31,3/11/2022,Bronze
74,Graves,7,NONE,0,2,1,3331,3,3219,False,0,False,False,False,False,0,0,0,0,16.32,3/11/2022,Bronze
75,Hecarim,11,JUNGLE,2,7,1,6362,24,7056,False,0,False,False,False,False,0,0,3,0,19.62,3/11/2022,Bronze
76,Karthus,12,JUNGLE,9,13,2,9930,41,24330,False,0,False,False,False,False,0,0,3,0,35.42,3/10/2022,Bronze
77,Graves,15,JUNGLE,7,7,8,11416,17,15048,True,1,False,False,False,False,0,0,0,0,13.87,3/10/2022,Bronze
78,Graves,9,NONE,2,1,6,5299,7,5124,True,0,True,False,False,False,0,0,0,0,15.85,3/10/2022,Bronze
79,Graves,3,NONE,0,0,0,1067,0,0,True,0,False,False,False,False,0,0,0,0,0.0,3/10/2022,Bronze
80,Graves,12,JUNGLE,2,9,8,7530,14,9560,False,0,False,False,False,False,0,0,1,0,12.1,3/10/2022,Bronze
81,Karthus,13,JUNGLE,9,6,11,11152,29,18818,True,0,False,False,False,False,0,2,0,0,21.63,3/10/2022,Bronze
